node_id,longitude,latitude,girvan_newman_community
1851649114,12.3208441,45.4349555,0
10221708391,12.3575291,45.4284924,12
10221708392,12.3580678,45.428712,12
10221708394,12.3574733,45.4293349,12
10221708395,12.3582698,45.4286619,12
2591390185,12.3596853,45.4302231,12
7931628894,12.3210784,45.4441044,10
7931628895,12.3213441,45.4440003,10
7931628896,12.321268,45.4440302,10
7931628898,12.3203206,45.4428671,10
49548643,12.3397258,45.442715,1
7931628899,12.3205209,45.443147,10
7931628901,12.3207134,45.4433296,10
7931628902,12.3205131,45.4434129,10
7931628903,12.3209448,45.4438177,10
7931628906,12.3211939,45.4439358,10
7931628908,12.3209216,45.4438878,10
7931628912,12.3209788,45.4438633,10
7931628913,12.3209744,45.4439591,10
7931628916,12.3204464,45.444464,10
7931628911,12.3209144,45.4438187,10
5692788121,12.3316401,45.4327388,14
5692788122,12.3314513,45.4330006,14
1856834976,12.3322778,45.4390614,13
1856834977,12.3337977,45.4397986,13
7959809475,12.3210486,45.4352167,0
358518212,12.3383414,45.437779,2
7959809477,12.3251803,45.4339451,3
7959809476,12.3210766,45.4351978,0
358518216,12.3378632,45.4377397,2
1742671305,12.3363483,45.4380524,2
358518219,12.3396473,45.4378057,9
1742671308,12.335301,45.437904,13
358518222,12.3388132,45.4379928,9
7959809484,12.3230691,45.4329354,0
358518224,12.3388378,45.4380508,9
2249166294,12.3257862,45.4407484,11
2249166298,12.3252809,45.4406135,11
2249166299,12.3250106,45.4404782,11
2249166300,12.3249963,45.4405377,11
2249166301,12.3256563,45.4407121,11
10855615965,12.3186394,45.435094,0
10855615966,12.3187534,45.4348382,0
5649829355,12.3354385,45.4382933,13
5649829356,12.3351512,45.4384944,13
5649829357,12.3348742,45.4386882,13
5649829358,12.3347773,45.43862,13
5649829359,12.3350601,45.4384225,13
3171356162,12.3213863,45.4436227,10
3171356163,12.3236207,45.4447453,15
7431128570,12.3100767,45.4402763,4
7431128571,12.3096484,45.4402304,4
248122904,12.3360686,45.4378056,2
49548825,12.3399177,45.4426823,1
4813229596,12.3186835,45.4386433,4
4813229598,12.3187856,45.4387343,4
2477428252,12.3260039,45.4425205,10
5373759006,12.3571344,45.4329954,8
5373759007,12.3574505,45.4326693,8
7431128573,12.3100448,45.4408264,4
7431128576,12.3043359,45.4382646,4
9094598206,12.3289117,45.438143,11
10108266854,12.3503616,45.4378678,7
2517372500,12.3477256,45.4368666,7
4470345305,12.3365858,45.4367983,2
3393916506,12.3220389,45.4403462,3
1838206260,12.320993,45.4370069,3
3393916518,12.3193081,45.4428584,10
4470345324,12.3366262,45.4368655,2
3393916533,12.3210643,45.4437755,10
3393916536,12.3205883,45.4439578,10
4730387592,12.325164,45.4417498,11
248778385,12.3388821,45.4401031,1
248778388,12.3366795,45.4399807,1
248778389,12.3375643,45.4396764,1
5360651923,12.3380793,45.4328825,2
248778391,12.337768,45.4393275,1
5643472558,12.3252387,45.4333036,3
1844121266,12.3420882,45.4368775,9
9412972218,12.3456794,45.4361294,7
1844121278,12.3427708,45.4365557,9
2514783936,12.3260288,45.4405826,11
2514783938,12.3263187,45.4405763,11
3398708228,12.3186823,45.438014,4
2256015083,12.3503345,45.4378862,7
5904404206,12.3234068,45.432262,0
1838206266,12.3211346,45.4369455,3
1730379114,12.3396739,45.44257,1
1730379115,12.3394876,45.4426018,1
5221945095,12.3469066,45.4368794,7
5221945096,12.3469204,45.4371271,7
5221945098,12.3470717,45.4372269,7
5221945099,12.3469968,45.4372315,7
9684913977,12.3343027,45.4330432,14
10571059013,12.3494308,45.4328676,8
10571059016,12.3494522,45.4328349,8
6026202971,12.3327591,45.438794,13
6026202973,12.3337288,45.4391419,13
6026202974,12.3313513,45.4385822,13
6026202975,12.3309118,45.438853,11
6026202976,12.3309762,45.4388198,13
7887753051,12.3391295,45.433949,2
1854246767,12.3443033,45.4361656,7
1854246768,12.3445106,45.4361705,7
1846120318,12.3163903,45.4338503,0
1846120323,12.3168,45.4331553,0
672509244,12.3180235,45.4376603,4
61083569,12.3303257,45.4349204,14
61083573,12.3313264,45.4349991,14
1675825096,12.3357281,45.4382329,2
5476814792,12.3200655,45.433341,0
1826066389,12.3411643,45.4379612,9
3118632934,12.3163835,45.4338733,0
49549291,12.3368291,45.4426999,1
49549296,12.3369962,45.4430202,1
10214281220,12.3048471,45.4423268,4
10214281222,12.3051703,45.4417491,4
10214281223,12.3044614,45.4420395,4
10214281224,12.3066657,45.4437697,4
10214281225,12.3063178,45.4433718,4
10214281226,12.3062708,45.4437398,4
10214281227,12.3060574,45.4434742,4
10214281231,12.3060058,45.4434945,4
10214281232,12.3050917,45.4423819,4
10214281234,12.3057631,45.4435896,4
10214281235,12.3058851,45.4435472,4
10214281237,12.3063037,45.4433148,4
10214281238,12.305407,45.442239,4
10214281239,12.3052608,45.4423053,4
10214281243,12.3049745,45.442435,4
10214281244,12.304835,45.4424388,4
3469465277,12.3664947,45.4276888,12
3469465278,12.366673,45.4274783,12
2956136570,12.3307669,45.4465415,6
2956136573,12.3307812,45.4465609,6
5164601485,12.3231264,45.4376377,3
703598737,12.3123809,45.4407485,4
2962362517,12.3613793,45.4338221,8
3469465288,12.3672202,45.4264514,12
4906160298,12.3335694,45.4386522,13
4735865004,12.328299,45.4425411,6
4633366707,12.3333802,45.4339666,14
5864329398,12.3246637,45.4312743,0
5864329399,12.3248552,45.4312323,0
6255448302,12.343443,45.4404676,9
6255448303,12.3434367,45.4404432,9
