node_id,longitude,latitude,infomap_community
248778385,12.3388821,45.4401031,0
248778388,12.3366795,45.4399807,0
248778389,12.3375643,45.4396764,0
5360651923,12.3380793,45.4328825,0
248778391,12.337768,45.4393275,0
5643472558,12.3252387,45.4333036,1
1844121266,12.3420882,45.4368775,0
9412972218,12.3456794,45.4361294,0
1844121278,12.3427708,45.4365557,0
2514783936,12.3260288,45.4405826,4
2514783938,12.3263187,45.4405763,4
3398708228,12.3186823,45.438014,1
2256015083,12.3503345,45.4378862,0
14031518621,12.3563987,45.4290998,3
5904404206,12.3234068,45.432262,1
1838206266,12.3211346,45.4369455,1
1730379114,12.3396739,45.44257,0
1730379115,12.3394876,45.4426018,0
5221945095,12.3469066,45.4368794,0
5221945096,12.3469204,45.4371271,0
5221945098,12.3470717,45.4372269,0
5221945099,12.3469968,45.4372315,0
13737430830,12.3059696,45.4434504,5
13737430831,12.3058458,45.4434992,5
13737430832,12.3057269,45.443546,5
9684913977,12.3343027,45.4330432,0
10571059013,12.3494308,45.4328676,3
10571059016,12.3494522,45.4328349,3
6026202971,12.3327504,45.4387884,4
6026202973,12.3337201,45.4391339,4
6026202975,12.3309118,45.438853,4
6026202976,12.3309762,45.4388198,4
7887753051,12.3391295,45.433949,0
1854246767,12.3443033,45.4361656,0
1854246768,12.3445106,45.4361705,0
1846120318,12.3163903,45.4338503,1
1846120323,12.3168,45.4331553,1
672509244,12.3180235,45.4376603,1
61083569,12.3303257,45.4349204,0
61083573,12.3313264,45.4349991,0
1675825096,12.3357281,45.4382329,0
5476814792,12.3200655,45.433341,1
1826066389,12.3411643,45.4379612,0
3118632934,12.3163835,45.4338733,1
49549291,12.3368291,45.4426999,0
49549296,12.3369962,45.4430202,0
10214281221,12.3054372,45.4420822,5
10214281222,12.3051703,45.4417491,5
10214281224,12.3066657,45.4437697,5
10214281225,12.3063177,45.4433717,5
